Fecha_Reporte,Hora_Reporte,Distrito,Tipo_Delito,Latitud,Longitud,Tiempo_Respuesta_Min,Uso_Arma,Captura,Rango_Horario
2026-04-14,12:59,Independencia,Arrebato,-11.9049,-76.9806,9.1,TRUE,FALSE,Tarde
2026-01-07,00:58,Carabayllo,Extorsion,-11.9672,-77.025,21.6,TRUE,FALSE,Madrugada
2026-04-18,20:07,Ancon,Arrebato,-11.8636,-76.946,23.9,FALSE,FALSE,Noche
2026-01-24,04:38,Los Olivos,Robo a mano armada,-11.9079,-76.9735,20.1,TRUE,TRUE,Madrugada
2026-02-01,00:01,Puente Piedra,Hurto simple,-11.8667,-77.0985,17.5,TRUE,FALSE,Madrugada
2026-02-17,18:25,Los Olivos,Hurto simple,-11.8533,-77.078,25.3,FALSE,FALSE,Noche
2026-04-03,12:58,Comas,Robo de vehiculo,-11.9243,-76.9454,21.2,FALSE,FALSE,Tarde
2026-01-03,14:14,Comas,Extorsion,-11.8198,-76.9388,15.5,TRUE,TRUE,Tarde
2026-04-20,20:38,Independencia,Robo a mano armada,-11.9108,-76.9432,9.2,TRUE,FALSE,Noche
2026-04-05,20:48,Independencia,Extorsion,-11.9371,-76.9993,23.7,FALSE,FALSE,Noche
2026-01-11,22:54,Santa Rosa,Robo de vehiculo,-11.8415,-76.905,14.9,FALSE,FALSE,Noche
2026-01-27,08:06,San Martin de Porres,Extorsion,-11.8809,-76.9984,16.0,FALSE,TRUE,Manana
2026-03-10,17:30,Carabayllo,Vandalismo,-11.8249,-76.9056,23.6,TRUE,FALSE,Tarde
2026-01-11,21:26,Puente Piedra,Vandalismo,-11.9886,-77.0394,15.6,TRUE,TRUE,Noche
2026-02-21,13:44,Independencia,Vandalismo,-11.9582,-76.9183,12.3,FALSE,FALSE,Tarde
2026-02-09,01:50,Independencia,Robo a mano armada,-11.8195,-76.9779,29.8,TRUE,TRUE,Madrugada
2026-03-19,16:00,Santa Rosa,Robo a mano armada,-11.8616,-76.961,13.2,TRUE,TRUE,Tarde
2026-02-25,03:58,Los Olivos,Extorsion,-11.9901,-76.951,16.1,TRUE,TRUE,Madrugada
2026-03-23,06:07,Ancon,Vandalismo,-11.8316,-76.952,23.5,FALSE,FALSE,Manana
2026-02-25,13:35,Independencia,Robo a mano armada,-11.9525,-76.9513,28.1,TRUE,FALSE,Tarde
2026-02-26,18:52,Independencia,Robo a mano armada,-11.8196,-76.915,29.2,TRUE,FALSE,Noche
2026-04-15,23:45,San Martin de Porres,Hurto simple,-11.8048,-77.0606,13.4,TRUE,FALSE,Noche
2026-04-06,14:11,San Martin de Porres,Vandalismo,-11.9393,-77.0476,15.0,TRUE,TRUE,Tarde
2026-04-07,19:58,Ancon,Vandalismo,-11.8293,-77.0502,14.6,FALSE,TRUE,Noche
2026-01-30,12:53,Los Olivos,Hurto simple,-11.8858,-76.9849,10.0,TRUE,FALSE,Tarde
2026-04-25,20:36,Puente Piedra,Robo de vehiculo,-11.8991,-77.0932,8.4,FALSE,TRUE,Noche
2026-03-12,16:31,Comas,Hurto simple,-11.845,-76.9139,16.8,TRUE,FALSE,Tarde
2026-02-26,08:53,Santa Rosa,Extorsion,-11.8869,-77.0521,20.5,FALSE,FALSE,Manana
2026-04-23,10:18,Puente Piedra,Extorsion,-11.9061,-77.0298,27.0,FALSE,TRUE,Manana
2026-03-15,04:15,Independencia,Extorsion,-11.9757,-76.9224,9.7,TRUE,TRUE,Madrugada
2026-03-20,19:33,Carabayllo,Arrebato,-11.9206,-77.0665,9.5,FALSE,FALSE,Noche
2026-02-09,08:24,Los Olivos,Arrebato,-11.8996,-77.0662,19.5,FALSE,FALSE,Manana
2026-03-17,08:26,San Martin de Porres,Robo a mano armada,-11.8917,-76.9268,14.1,TRUE,FALSE,Manana
2026-03-31,00:57,Puente Piedra,Hurto simple,-11.8685,-77.0037,25.2,TRUE,TRUE,Madrugada
2026-03-27,04:58,Puente Piedra,Vandalismo,-11.8073,-76.9405,23.9,TRUE,FALSE,Madrugada
2026-01-06,03:08,San Martin de Porres,Extorsion,-11.8258,-76.9308,15.7,FALSE,TRUE,Madrugada
2026-02-22,18:19,Comas,Robo de vehiculo,-11.8662,-77.0919,25.8,TRUE,FALSE,Noche
2026-01-25,11:34,Santa Rosa,Hurto simple,-11.8327,-77.0953,21.3,FALSE,FALSE,Manana
2026-01-11,19:21,Santa Rosa,Vandalismo,-11.8654,-76.9014,12.4,FALSE,FALSE,Noche
2026-04-10,10:00,Comas,Vandalismo,-11.8549,-77.055,22.2,TRUE,FALSE,Manana
2026-01-14,11:55,San Martin de Porres,Extorsion,-11.9114,-77.0319,11.6,FALSE,TRUE,Manana
2026-04-09,06:44,Comas,Arrebato,-11.8558,-77.0203,15.8,TRUE,FALSE,Manana
2026-02-25,04:48,San Martin de Porres,Vandalismo,-11.8925,-77.01,16.8,TRUE,TRUE,Madrugada
2026-04-30,18:43,Comas,Robo de vehiculo,-11.871,-76.9205,13.9,FALSE,FALSE,Noche
2026-04-21,10:28,Los Olivos,Arrebato,-11.8354,-77.0071,6.1,TRUE,TRUE,Manana
2026-04-16,00:36,Puente Piedra,Extorsion,-11.9547,-77.0467,25.8,FALSE,FALSE,Madrugada
2026-04-27,11:58,Comas,Robo a mano armada,-11.9165,-77.0999,18.3,TRUE,FALSE,Manana
2026-02-17,17:17,Puente Piedra,Hurto simple,-11.9294,-76.9985,19.4,FALSE,TRUE,Tarde
2026-01-04,09:53,Comas,Hurto simple,-11.816,-77.0896,26.2,FALSE,FALSE,Manana
2026-03-17,09:35,Santa Rosa,Extorsion,-11.841,-76.9653,19.2,TRUE,TRUE,Manana
2026-01-22,10:06,Los Olivos,Extorsion,-11.9501,-76.9786,27.7,FALSE,FALSE,Manana
2026-01-19,03:14,Carabayllo,Arrebato,-11.8475,-76.906,25.1,FALSE,FALSE,Madrugada
2026-01-31,02:44,San Martin de Porres,Extorsion,-11.9594,-77.0535,9.6,FALSE,TRUE,Madrugada
2026-03-19,15:12,Puente Piedra,Robo a mano armada,-11.9274,-77.093,6.2,TRUE,FALSE,Tarde
2026-02-22,23:50,Los Olivos,Vandalismo,-11.9631,-77.0162,17.1,FALSE,FALSE,Noche
2026-03-11,04:12,Independencia,Extorsion,-11.812,-76.9617,16.1,TRUE,FALSE,Madrugada
2026-03-28,19:55,Santa Rosa,Robo de vehiculo,-11.9945,-76.9549,24.7,TRUE,TRUE,Noche
2026-03-07,07:45,Carabayllo,Robo de vehiculo,-11.9064,-77.0268,26.4,FALSE,FALSE,Manana
2026-03-09,15:05,Santa Rosa,Extorsion,-11.8908,-77.0581,24.2,FALSE,FALSE,Tarde
2026-03-21,09:48,Comas,Extorsion,-11.9598,-76.9508,16.8,TRUE,TRUE,Manana
2026-03-07,14:03,Independencia,Extorsion,-11.9072,-77.0125,20.4,TRUE,FALSE,Tarde
2026-04-27,14:52,San Martin de Porres,Robo a mano armada,-11.9952,-76.9513,25.6,TRUE,FALSE,Tarde
2026-03-31,13:46,Independencia,Robo a mano armada,-11.9111,-77.0405,28.2,TRUE,FALSE,Tarde
2026-02-15,23:33,Puente Piedra,Arrebato,-11.9997,-77.0513,17.5,TRUE,FALSE,Noche
2026-03-25,06:17,Los Olivos,Vandalismo,-11.9112,-77.0352,27.1,FALSE,TRUE,Manana
2026-01-24,18:43,Puente Piedra,Extorsion,-11.8311,-76.9298,26.1,FALSE,FALSE,Noche
2026-04-27,00:38,Puente Piedra,Robo de vehiculo,-11.9501,-76.9601,9.9,FALSE,FALSE,Madrugada
2026-04-10,08:51,Independencia,Robo a mano armada,-11.8801,-76.9241,5.9,TRUE,FALSE,Manana
2026-04-07,08:05,Santa Rosa,Arrebato,-11.9995,-77.0856,17.4,FALSE,FALSE,Manana
2026-04-07,03:23,Santa Rosa,Extorsion,-11.8827,-76.964,17.6,FALSE,TRUE,Madrugada
2026-02-02,14:15,Carabayllo,Vandalismo,-11.8403,-76.9713,28.7,FALSE,TRUE,Tarde
2026-04-10,05:37,Independencia,Arrebato,-11.8696,-76.9339,29.3,TRUE,FALSE,Madrugada
2026-01-10,02:22,Ancon,Vandalismo,-11.9496,-76.975,22.9,FALSE,TRUE,Madrugada
2026-04-11,10:52,Puente Piedra,Hurto simple,-11.8761,-77.0899,20.9,FALSE,FALSE,Manana
2026-04-06,11:40,Independencia,Vandalismo,-11.973,-77.0423,19.4,FALSE,TRUE,Manana
2026-01-19,19:20,Carabayllo,Extorsion,-11.8788,-77.018,27.7,FALSE,FALSE,Noche
2026-04-16,09:02,Comas,Arrebato,-11.8725,-77.0485,19.3,FALSE,FALSE,Manana
2026-02-09,13:33,Comas,Vandalismo,-11.9856,-76.9203,24.9,TRUE,TRUE,Tarde
2026-01-29,10:28,Comas,Robo de vehiculo,-11.865,-77.0759,10.7,FALSE,FALSE,Manana
2026-02-28,15:45,Carabayllo,Hurto simple,-11.9541,-76.934,24.7,TRUE,FALSE,Tarde
2026-04-19,19:56,Los Olivos,Vandalismo,-11.8356,-76.9086,20.4,FALSE,FALSE,Noche
2026-03-21,16:18,San Martin de Porres,Robo a mano armada,-11.9788,-77.0205,18.9,TRUE,FALSE,Tarde
2026-02-22,05:04,Los Olivos,Hurto simple,-11.8553,-76.9192,8.5,TRUE,TRUE,Madrugada
2026-02-11,22:03,Independencia,Hurto simple,-11.8725,-76.9919,10.9,TRUE,FALSE,Noche
2026-03-19,18:55,Ancon,Vandalismo,-11.8991,-77.0422,19.8,TRUE,FALSE,Noche
2026-03-24,02:18,Santa Rosa,Robo a mano armada,-11.9143,-76.9884,25.1,TRUE,TRUE,Madrugada
2026-04-04,13:42,Carabayllo,Hurto simple,-11.9525,-76.9356,13.9,FALSE,TRUE,Tarde
2026-01-30,00:08,Ancon,Robo a mano armada,-11.8825,-76.9063,5.5,TRUE,FALSE,Madrugada
2026-02-28,19:54,Independencia,Hurto simple,-11.887,-77.0245,10.4,FALSE,FALSE,Noche
2026-02-26,11:45,San Martin de Porres,Robo de vehiculo,-11.8311,-76.9952,21.8,FALSE,TRUE,Manana
2026-02-27,04:55,Santa Rosa,Robo de vehiculo,-11.8405,-76.9355,6.4,FALSE,TRUE,Madrugada
2026-04-13,07:38,Puente Piedra,Extorsion,-11.8927,-76.9138,9.2,TRUE,TRUE,Manana
2026-02-08,04:29,Santa Rosa,Extorsion,-11.821,-77.0706,22.3,TRUE,FALSE,Madrugada
2026-02-01,07:23,Ancon,Hurto simple,-11.9293,-77.0628,23.2,FALSE,TRUE,Manana
2026-04-19,11:51,San Martin de Porres,Arrebato,-11.8566,-77.0531,25.7,FALSE,FALSE,Manana
2026-01-19,00:58,Santa Rosa,Robo de vehiculo,-11.8266,-76.9711,8.9,TRUE,TRUE,Madrugada
2026-03-27,01:41,Santa Rosa,Robo de vehiculo,-11.9853,-76.9871,18.8,FALSE,FALSE,Madrugada
2026-01-01,03:15,Puente Piedra,Robo de vehiculo,-11.8113,-77.0684,17.5,TRUE,FALSE,Madrugada
2026-03-07,05:11,Puente Piedra,Hurto simple,-11.9231,-76.9897,11.2,TRUE,FALSE,Madrugada
2026-01-18,05:01,Los Olivos,Robo de vehiculo,-11.8927,-77.0191,12.3,FALSE,FALSE,Madrugada
2026-04-05,17:45,San Martin de Porres,Vandalismo,-11.9484,-77.0983,13.0,TRUE,FALSE,Tarde
2026-01-12,22:46,Los Olivos,Vandalismo,-11.953,-77.0825,9.5,FALSE,TRUE,Noche
2026-01-21,23:12,San Martin de Porres,Robo de vehiculo,-11.8469,-76.9832,20.8,TRUE,FALSE,Noche
2026-01-01,22:03,Carabayllo,Vandalismo,-11.9341,-77.079,8.6,TRUE,TRUE,Noche
2026-04-22,16:10,Ancon,Arrebato,-11.9789,-77.0752,29.6,FALSE,FALSE,Tarde
2026-01-15,20:56,Ancon,Vandalismo,-11.9424,-77.0729,17.8,TRUE,FALSE,Noche
2026-03-31,08:44,Comas,Robo a mano armada,-11.9647,-76.9005,22.6,TRUE,FALSE,Manana
2026-02-26,13:46,Carabayllo,Arrebato,-11.8943,-77.0317,17.0,FALSE,FALSE,Tarde
2026-02-24,17:12,Los Olivos,Arrebato,-11.8668,-77.0144,6.8,FALSE,FALSE,Tarde
2026-04-24,04:35,Los Olivos,Vandalismo,-11.8308,-77.0574,10.9,FALSE,TRUE,Madrugada
2026-03-17,10:03,Puente Piedra,Vandalismo,-11.8478,-77.0661,9.7,TRUE,FALSE,Manana
2026-04-02,16:43,Carabayllo,Robo a mano armada,-11.8376,-76.9345,6.9,TRUE,FALSE,Tarde
2026-01-05,07:59,Independencia,Robo de vehiculo,-11.9254,-77.0746,21.8,TRUE,TRUE,Manana
2026-04-24,10:05,Santa Rosa,Robo a mano armada,-11.9535,-76.9441,13.9,TRUE,FALSE,Manana
2026-01-12,23:03,Ancon,Hurto simple,-11.8541,-76.9361,25.5,TRUE,FALSE,Noche
2026-01-05,14:34,Carabayllo,Robo a mano armada,-11.8757,-77.073,11.2,TRUE,FALSE,Tarde
2026-04-28,13:07,Puente Piedra,Vandalismo,-11.9358,-76.9189,8.2,TRUE,TRUE,Tarde
2026-01-09,01:10,Santa Rosa,Vandalismo,-11.9731,-77.0999,10.6,FALSE,FALSE,Madrugada
2026-03-03,07:45,Los Olivos,Robo de vehiculo,-11.8936,-76.9573,29.9,FALSE,TRUE,Manana
2026-02-15,18:33,Los Olivos,Extorsion,-11.9615,-77.0695,20.4,TRUE,TRUE,Noche
2026-04-15,18:13,Ancon,Hurto simple,-11.8862,-76.9942,9.3,FALSE,FALSE,Noche
2026-02-28,21:20,Independencia,Vandalismo,-11.8098,-77.0796,6.2,TRUE,FALSE,Noche
2026-02-15,10:43,Carabayllo,Hurto simple,-11.8415,-76.9347,11.0,FALSE,FALSE,Manana
2026-03-24,02:23,Santa Rosa,Vandalismo,-11.9864,-76.951,28.4,FALSE,FALSE,Madrugada
2026-04-13,02:11,Carabayllo,Vandalismo,-11.9677,-77.0111,27.2,FALSE,FALSE,Madrugada
2026-02-03,17:33,Comas,Robo de vehiculo,-11.9049,-77.0304,9.8,TRUE,FALSE,Tarde
2026-03-05,10:37,Independencia,Vandalismo,-11.8069,-76.9905,20.0,FALSE,TRUE,Manana
2026-01-31,06:32,Los Olivos,Vandalismo,-11.8355,-76.9709,29.7,FALSE,FALSE,Manana
2026-01-20,06:58,Comas,Vandalismo,-11.9902,-76.9929,13.2,TRUE,FALSE,Manana
2026-04-12,09:24,Ancon,Extorsion,-11.9511,-77.0321,11.8,TRUE,FALSE,Manana
2026-01-29,20:15,Ancon,Extorsion,-11.9637,-77.023,14.3,TRUE,FALSE,Noche
2026-04-18,23:46,Carabayllo,Vandalismo,-11.8106,-77.0504,27.2,FALSE,TRUE,Noche
2026-02-10,13:58,San Martin de Porres,Robo de vehiculo,-11.8782,-77.0321,29.5,TRUE,FALSE,Tarde
2026-03-12,19:46,Los Olivos,Robo a mano armada,-11.9125,-76.9581,10.7,TRUE,TRUE,Noche
2026-02-22,16:47,Comas,Vandalismo,-11.8656,-77.0336,9.3,FALSE,FALSE,Tarde
2026-01-17,23:28,Puente Piedra,Robo a mano armada,-11.8954,-76.9241,9.0,TRUE,FALSE,Noche
2026-02-04,01:44,San Martin de Porres,Extorsion,-11.8476,-77.0649,5.7,FALSE,FALSE,Madrugada
2026-04-22,15:18,San Martin de Porres,Arrebato,-11.8516,-76.9611,28.0,TRUE,FALSE,Tarde
2026-02-03,14:12,Puente Piedra,Extorsion,-11.8201,-76.9701,28.3,FALSE,TRUE,Tarde
2026-02-26,17:27,Independencia,Vandalismo,-11.9444,-77.0528,27.5,TRUE,TRUE,Tarde
2026-03-27,15:46,Santa Rosa,Extorsion,-11.9772,-77.0276,23.0,FALSE,FALSE,Tarde
2026-01-14,03:04,Comas,Vandalismo,-11.9933,-77.0742,5.0,FALSE,FALSE,Madrugada
2026-01-22,08:47,Los Olivos,Robo de vehiculo,-11.8614,-76.9446,16.7,FALSE,FALSE,Manana
2026-04-12,19:11,Puente Piedra,Robo a mano armada,-11.8688,-76.9185,10.5,TRUE,FALSE,Noche
2026-02-07,21:42,Ancon,Arrebato,-11.9701,-77.0207,24.2,TRUE,FALSE,Noche
2026-01-27,01:31,Los Olivos,Hurto simple,-11.9779,-77.0427,12.4,TRUE,FALSE,Madrugada
2026-02-25,21:44,Independencia,Arrebato,-11.8271,-77.0511,23.5,TRUE,TRUE,Noche
2026-04-12,11:30,Independencia,Hurto simple,-11.9189,-77.0403,15.8,TRUE,TRUE,Manana
2026-01-20,03:17,Comas,Vandalismo,-11.9615,-77.0169,27.8,TRUE,TRUE,Madrugada
2026-04-28,05:41,Ancon,Arrebato,-11.8021,-77.071,23.6,FALSE,FALSE,Madrugada
2026-02-02,19:11,Puente Piedra,Vandalismo,-11.9521,-76.9875,18.0,FALSE,FALSE,Noche
2026-02-25,07:08,San Martin de Porres,Hurto simple,-11.8607,-76.9025,5.3,FALSE,TRUE,Manana
2026-01-12,10:16,Ancon,Robo a mano armada,-11.9665,-77.0022,7.6,TRUE,FALSE,Manana
2026-02-16,18:26,Santa Rosa,Robo a mano armada,-11.8751,-77.0195,20.2,TRUE,FALSE,Noche
2026-02-19,22:03,Puente Piedra,Extorsion,-11.9129,-76.9099,13.8,FALSE,TRUE,Noche
2026-03-03,20:41,Santa Rosa,Vandalismo,-11.8715,-77.0558,8.3,TRUE,FALSE,Noche
2026-04-08,12:11,Santa Rosa,Vandalismo,-11.8407,-76.9643,22.2,TRUE,TRUE,Tarde
2026-02-21,14:03,Santa Rosa,Vandalismo,-11.8839,-76.9102,11.4,TRUE,FALSE,Tarde
2026-01-19,04:49,Carabayllo,Hurto simple,-11.8516,-76.948,25.3,FALSE,FALSE,Madrugada
2026-03-07,06:01,Los Olivos,Robo a mano armada,-11.9565,-76.9469,28.2,TRUE,TRUE,Manana
2026-04-26,04:44,Los Olivos,Vandalismo,-11.9999,-76.9418,17.0,FALSE,FALSE,Madrugada
2026-04-24,07:19,San Martin de Porres,Extorsion,-11.9562,-76.9434,6.2,FALSE,FALSE,Manana
2026-04-24,10:58,San Martin de Porres,Vandalismo,-11.9189,-77.0953,5.6,TRUE,FALSE,Manana
2026-04-03,04:31,Carabayllo,Robo de vehiculo,-11.9674,-76.9955,8.7,TRUE,TRUE,Madrugada
2026-03-25,01:27,Los Olivos,Hurto simple,-11.9014,-77.0597,13.8,TRUE,FALSE,Madrugada
2026-04-18,00:32,Los Olivos,Extorsion,-11.9443,-77.0216,14.0,TRUE,FALSE,Madrugada
2026-02-11,12:49,Carabayllo,Arrebato,-11.9351,-77.0348,27.2,TRUE,TRUE,Tarde
2026-04-04,06:13,Ancon,Extorsion,-11.8254,-77.0138,10.7,TRUE,FALSE,Manana
2026-02-13,22:29,Comas,Hurto simple,-11.8513,-76.9718,13.7,FALSE,TRUE,Noche
2026-01-23,04:46,Santa Rosa,Robo de vehiculo,-11.8356,-77.0432,12.0,TRUE,TRUE,Madrugada
2026-03-20,12:14,San Martin de Porres,Robo de vehiculo,-11.9181,-76.9057,7.4,FALSE,FALSE,Tarde
2026-04-04,14:08,San Martin de Porres,Arrebato,-11.9343,-76.9521,28.7,FALSE,FALSE,Tarde
2026-04-16,01:40,Santa Rosa,Extorsion,-11.8443,-76.9914,6.1,TRUE,FALSE,Madrugada
2026-04-15,08:02,Los Olivos,Hurto simple,-11.8145,-77.0277,11.4,FALSE,TRUE,Manana
2026-04-26,00:33,Puente Piedra,Vandalismo,-11.9003,-77.0275,13.1,FALSE,TRUE,Madrugada
2026-03-31,20:31,Ancon,Hurto simple,-11.8362,-77.0371,17.3,FALSE,FALSE,Noche
2026-01-14,23:50,Puente Piedra,Extorsion,-11.895,-77.0956,14.5,TRUE,FALSE,Noche
2026-02-04,02:06,Independencia,Vandalismo,-11.882,-77.0384,21.9,TRUE,TRUE,Madrugada
2026-04-08,08:33,San Martin de Porres,Vandalismo,-11.8181,-77.0874,17.4,TRUE,FALSE,Manana
2026-03-16,16:07,San Martin de Porres,Arrebato,-11.8305,-77.0809,17.9,TRUE,FALSE,Tarde
2026-04-28,18:12,Santa Rosa,Vandalismo,-11.8607,-77.0041,23.2,FALSE,FALSE,Noche
