Fecha_Reporte,Hora_Reporte,Distrito,Tipo_Delito,Latitud,Longitud,Tiempo_Respuesta_Min,Uso_Arma,Captura,Rango_Horario
2026-03-12,00:15,Ancon,Arrebato,-11.8479,-76.9759,24.3,FALSE,TRUE,Madrugada
2026-03-13,10:29,Ancon,Robo de vehiculo,-11.9397,-77.014,26.4,FALSE,TRUE,Manana
2026-02-23,16:18,Puente Piedra,Robo de vehiculo,-11.8781,-77.0056,14.4,FALSE,FALSE,Tarde
2026-04-13,04:11,San Martin de Porres,Vandalismo,-11.9407,-77.0566,29.4,FALSE,TRUE,Madrugada
2026-01-23,02:21,Independencia,Vandalismo,-11.9324,-76.9869,17.6,TRUE,FALSE,Madrugada
2026-02-11,17:33,Santa Rosa,Arrebato,-11.8833,-77.009,10.2,FALSE,FALSE,Tarde
2026-03-15,10:02,Ancon,Arrebato,-11.8459,-77.076,13.7,TRUE,TRUE,Manana
2026-04-10,06:09,Santa Rosa,Hurto simple,-11.9611,-77.0064,24.3,FALSE,TRUE,Manana
2026-03-11,13:32,Puente Piedra,Robo de vehiculo,-11.9493,-77.0176,21.4,TRUE,FALSE,Tarde
2026-01-09,18:33,Carabayllo,Hurto simple,-11.9556,-77.0268,30.0,TRUE,TRUE,Noche
2026-02-04,02:07,Santa Rosa,Arrebato,-11.8229,-77.052,26.4,TRUE,FALSE,Madrugada
2026-03-26,16:31,San Martin de Porres,Extorsion,-11.8145,-76.9989,13.6,TRUE,FALSE,Tarde
2026-01-07,00:12,Ancon,Vandalismo,-11.9602,-76.9573,6.1,TRUE,FALSE,Madrugada
2026-02-02,07:10,Puente Piedra,Extorsion,-11.9224,-76.9165,13.6,TRUE,FALSE,Manana
2026-03-30,04:06,Puente Piedra,Extorsion,-11.9488,-77.0541,27.9,FALSE,FALSE,Madrugada
2026-02-27,01:42,Los Olivos,Vandalismo,-11.9565,-76.9875,10.1,FALSE,TRUE,Madrugada
2026-04-10,04:51,Carabayllo,Extorsion,-11.983,-76.9333,24.3,FALSE,FALSE,Madrugada
2026-02-12,23:18,Santa Rosa,Vandalismo,-11.987,-76.9742,29.8,FALSE,FALSE,Noche
2026-02-21,17:17,Puente Piedra,Arrebato,-11.8192,-77.0761,23.9,FALSE,FALSE,Tarde
2026-03-10,05:35,Ancon,Robo a mano armada,-11.9167,-76.9663,15.0,TRUE,TRUE,Madrugada
2026-03-06,17:02,San Martin de Porres,Vandalismo,-11.8677,-76.9386,27.7,TRUE,FALSE,Tarde
2026-04-30,18:54,Ancon,Robo de vehiculo,-11.9128,-76.9118,8.9,FALSE,FALSE,Noche
2026-01-20,13:29,Comas,Robo a mano armada,-11.9521,-76.9678,6.0,TRUE,FALSE,Tarde
2026-02-14,00:43,Independencia,Robo a mano armada,-11.8316,-77.0801,10.5,TRUE,FALSE,Madrugada
2026-01-16,19:03,Los Olivos,Vandalismo,-11.9984,-77.0916,24.3,TRUE,FALSE,Noche
2026-04-30,06:59,Los Olivos,Hurto simple,-11.9451,-77.0586,15.2,FALSE,TRUE,Manana
2026-04-03,19:20,Carabayllo,Hurto simple,-11.9971,-76.9841,24.0,TRUE,FALSE,Noche
2026-04-14,05:06,Carabayllo,Arrebato,-11.8247,-76.9925,6.2,FALSE,FALSE,Madrugada
2026-03-10,21:39,Los Olivos,Arrebato,-11.9368,-76.9248,5.7,TRUE,FALSE,Noche
2026-04-03,21:35,San Martin de Porres,Robo de vehiculo,-11.8214,-77.0607,10.7,TRUE,FALSE,Noche
2026-02-23,10:25,Santa Rosa,Vandalismo,-11.999,-77.0293,16.9,FALSE,FALSE,Manana
2026-02-26,15:21,Los Olivos,Vandalismo,-11.8967,-77.0656,22.3,FALSE,TRUE,Tarde
2026-03-03,07:08,Puente Piedra,Robo de vehiculo,-11.9568,-76.9975,18.5,FALSE,FALSE,Manana
2026-02-07,11:40,Ancon,Extorsion,-11.9565,-76.9051,20.8,FALSE,FALSE,Manana
2026-02-01,22:25,Comas,Hurto simple,-11.9035,-77.0138,27.7,FALSE,FALSE,Noche
2026-02-15,17:53,Comas,Vandalismo,-11.8913,-76.9271,23.2,FALSE,FALSE,Tarde
2026-01-06,08:09,Carabayllo,Robo a mano armada,-11.987,-76.9877,6.1,TRUE,FALSE,Manana
2026-02-12,10:48,Santa Rosa,Hurto simple,-11.9902,-77.0748,23.8,TRUE,FALSE,Manana
2026-02-13,13:54,Carabayllo,Hurto simple,-11.8363,-76.9953,22.1,TRUE,TRUE,Tarde
2026-02-23,00:09,Comas,Vandalismo,-11.8503,-77.0414,10.6,TRUE,TRUE,Madrugada
2026-04-01,05:28,Independencia,Vandalismo,-11.8002,-77.0162,15.9,FALSE,FALSE,Madrugada
2026-03-14,23:25,Independencia,Vandalismo,-11.8532,-76.9988,23.0,FALSE,FALSE,Noche
2026-04-21,19:03,Comas,Robo a mano armada,-11.9237,-77.0461,27.9,TRUE,FALSE,Noche
2026-01-22,01:24,Carabayllo,Robo de vehiculo,-11.8354,-76.9133,18.6,TRUE,TRUE,Madrugada
2026-04-27,22:45,Ancon,Robo a mano armada,-11.8914,-76.9512,17.8,TRUE,TRUE,Noche
2026-04-29,22:16,Santa Rosa,Arrebato,-11.8087,-76.9417,13.2,TRUE,FALSE,Noche
2026-03-24,08:21,San Martin de Porres,Robo de vehiculo,-11.8027,-76.9636,12.3,FALSE,TRUE,Manana
2026-01-09,00:44,Carabayllo,Vandalismo,-11.8258,-77.0409,5.4,FALSE,FALSE,Madrugada
2026-04-10,20:27,Independencia,Hurto simple,-11.8451,-77.0448,27.9,TRUE,FALSE,Noche
2026-02-01,01:38,Carabayllo,Robo a mano armada,-11.8462,-76.9031,28.1,TRUE,FALSE,Madrugada
2026-04-20,04:32,Carabayllo,Arrebato,-11.8145,-77.0637,12.2,FALSE,FALSE,Madrugada
2026-04-12,17:05,Ancon,Hurto simple,-11.9696,-77.0648,7.2,TRUE,FALSE,Tarde
2026-01-01,11:54,Independencia,Hurto simple,-11.9695,-76.9654,15.3,TRUE,FALSE,Manana
2026-03-28,17:29,Puente Piedra,Extorsion,-11.8854,-76.9226,13.6,FALSE,FALSE,Tarde
2026-01-20,21:45,Santa Rosa,Robo de vehiculo,-11.9718,-77.0615,6.7,FALSE,TRUE,Noche
2026-03-31,04:43,Puente Piedra,Hurto simple,-11.9904,-76.9271,7.7,TRUE,FALSE,Madrugada
2026-02-12,20:34,Comas,Robo a mano armada,-11.8343,-76.9979,17.2,TRUE,FALSE,Noche
2026-03-27,21:50,Carabayllo,Robo de vehiculo,-11.9921,-76.975,13.4,TRUE,FALSE,Noche
2026-02-21,03:31,Los Olivos,Robo de vehiculo,-11.8186,-76.9155,20.7,TRUE,TRUE,Madrugada
2026-01-14,13:50,Ancon,Vandalismo,-11.9981,-77.0355,12.1,FALSE,TRUE,Tarde
2026-03-10,07:04,San Martin de Porres,Robo a mano armada,-11.8541,-77.0814,18.1,TRUE,FALSE,Manana
2026-02-17,05:07,Los Olivos,Hurto simple,-11.9388,-77.0298,12.0,TRUE,FALSE,Madrugada
2026-04-28,20:24,Independencia,Robo de vehiculo,-11.8608,-76.9607,22.6,FALSE,FALSE,Noche
2026-01-31,07:00,Comas,Robo de vehiculo,-11.9898,-77.086,15.4,TRUE,FALSE,Manana
2026-01-21,23:21,Comas,Hurto simple,-11.9527,-77.0817,5.4,FALSE,FALSE,Noche
2026-04-11,10:00,Puente Piedra,Robo a mano armada,-11.9315,-76.9641,24.1,TRUE,FALSE,Manana
2026-01-29,10:10,Los Olivos,Hurto simple,-11.9405,-76.9519,12.9,FALSE,TRUE,Manana
2026-02-08,15:59,Ancon,Arrebato,-11.8725,-77.0917,26.5,TRUE,FALSE,Tarde
2026-02-03,15:35,Puente Piedra,Robo a mano armada,-11.9033,-77.0852,21.1,TRUE,FALSE,Tarde
2026-04-22,21:41,San Martin de Porres,Extorsion,-11.8332,-76.9841,10.0,TRUE,FALSE,Noche
2026-03-02,00:09,Carabayllo,Extorsion,-11.8611,-77.0672,26.1,FALSE,TRUE,Madrugada
2026-04-06,12:16,Santa Rosa,Extorsion,-11.8976,-76.9275,22.5,TRUE,FALSE,Tarde
2026-03-18,02:20,Santa Rosa,Robo de vehiculo,-11.8153,-76.9959,27.6,TRUE,TRUE,Madrugada
2026-02-27,06:49,Puente Piedra,Arrebato,-11.9048,-76.9313,14.4,FALSE,FALSE,Manana
2026-03-25,21:09,Carabayllo,Vandalismo,-11.9884,-76.9312,7.6,FALSE,FALSE,Noche
2026-01-08,09:27,Puente Piedra,Hurto simple,-11.8409,-77.0036,5.2,TRUE,FALSE,Manana
2026-02-27,12:13,Comas,Robo de vehiculo,-11.9741,-76.9686,9.0,FALSE,FALSE,Tarde
2026-02-24,06:12,Independencia,Arrebato,-11.9001,-76.9406,11.6,TRUE,FALSE,Manana
2026-01-05,11:22,Carabayllo,Vandalismo,-11.9762,-76.9969,21.5,FALSE,FALSE,Manana
2026-02-01,20:45,Comas,Hurto simple,-11.9891,-76.9029,6.2,TRUE,FALSE,Noche
2026-04-26,14:43,Ancon,Arrebato,-11.849,-77.0542,23.2,TRUE,TRUE,Tarde
2026-01-12,06:18,Independencia,Robo de vehiculo,-11.9115,-77.0098,9.3,TRUE,TRUE,Manana
2026-01-28,16:26,San Martin de Porres,Extorsion,-11.9384,-76.9437,7.4,FALSE,FALSE,Tarde
2026-02-08,09:52,Carabayllo,Robo de vehiculo,-11.9272,-76.9315,18.8,TRUE,TRUE,Manana
2026-01-26,08:26,Puente Piedra,Arrebato,-11.9875,-77.07,27.6,FALSE,TRUE,Manana
2026-04-08,18:01,Comas,Arrebato,-11.9071,-77.0979,29.1,FALSE,TRUE,Noche
2026-01-26,22:18,Los Olivos,Extorsion,-11.8931,-76.9006,10.1,FALSE,TRUE,Noche
2026-03-24,09:07,Carabayllo,Robo a mano armada,-11.877,-77.0433,6.1,TRUE,TRUE,Manana
2026-03-10,16:44,Independencia,Robo de vehiculo,-11.9878,-76.9654,8.9,TRUE,TRUE,Tarde
2026-03-25,11:22,Puente Piedra,Vandalismo,-11.9274,-76.9404,16.7,FALSE,FALSE,Manana
2026-03-02,20:12,Carabayllo,Extorsion,-11.8299,-76.9807,12.1,TRUE,TRUE,Noche
2026-04-15,13:04,San Martin de Porres,Robo a mano armada,-11.9048,-76.9556,7.3,TRUE,FALSE,Tarde
2026-02-01,08:33,Los Olivos,Robo a mano armada,-11.9658,-76.9885,8.0,TRUE,TRUE,Manana
2026-04-06,19:01,San Martin de Porres,Vandalismo,-11.9056,-77.0905,26.3,TRUE,FALSE,Noche
2026-04-05,06:59,San Martin de Porres,Robo a mano armada,-11.8503,-77.0212,18.8,TRUE,TRUE,Manana
2026-03-04,03:39,Ancon,Extorsion,-11.958,-76.9303,28.0,TRUE,FALSE,Madrugada
2026-01-28,17:16,Santa Rosa,Vandalismo,-11.9563,-76.9684,12.0,FALSE,FALSE,Tarde
2026-04-03,02:14,San Martin de Porres,Vandalismo,-11.8366,-76.9725,19.1,TRUE,TRUE,Madrugada
2026-04-12,10:20,San Martin de Porres,Extorsion,-11.835,-76.9476,11.4,FALSE,FALSE,Manana
2026-01-17,14:11,Comas,Vandalismo,-11.9479,-76.9143,23.3,TRUE,FALSE,Tarde
2026-03-03,00:07,Ancon,Hurto simple,-11.8589,-76.931,22.7,FALSE,FALSE,Madrugada
2026-02-26,16:40,Ancon,Vandalismo,-11.9825,-76.947,8.9,TRUE,FALSE,Tarde
2026-04-12,08:55,San Martin de Porres,Robo de vehiculo,-11.8893,-77.0817,12.1,FALSE,TRUE,Manana
2026-03-04,02:11,Independencia,Robo a mano armada,-11.9426,-76.9828,6.5,TRUE,FALSE,Madrugada
2026-03-10,09:47,Puente Piedra,Arrebato,-11.8691,-77.0919,23.4,FALSE,FALSE,Manana
2026-02-20,22:35,Santa Rosa,Arrebato,-11.8657,-77.0278,22.1,FALSE,FALSE,Noche
2026-03-09,03:14,Puente Piedra,Robo a mano armada,-11.8517,-77.0501,7.1,TRUE,FALSE,Madrugada
2026-04-30,18:52,Ancon,Extorsion,-11.8976,-76.9381,22.1,FALSE,FALSE,Noche
2026-01-27,20:59,San Martin de Porres,Extorsion,-11.8853,-76.9169,6.6,TRUE,FALSE,Noche
2026-02-22,09:10,Independencia,Vandalismo,-11.8551,-76.9794,26.0,FALSE,TRUE,Manana
2026-01-15,06:00,Puente Piedra,Robo a mano armada,-11.8226,-77.07,10.5,TRUE,FALSE,Manana
2026-03-26,14:41,Comas,Robo a mano armada,-11.9507,-77.0771,11.7,TRUE,TRUE,Tarde
2026-02-19,13:00,Santa Rosa,Vandalismo,-11.8524,-77.0935,9.0,FALSE,FALSE,Tarde
2026-04-20,04:29,Santa Rosa,Hurto simple,-11.8932,-77.0236,7.0,FALSE,FALSE,Madrugada
2026-04-27,11:19,Independencia,Robo de vehiculo,-11.9012,-76.9075,29.3,TRUE,FALSE,Manana
2026-02-02,07:06,Independencia,Extorsion,-11.8422,-77.0487,16.3,FALSE,FALSE,Manana
2026-03-27,15:39,Carabayllo,Arrebato,-11.9156,-77.0882,28.9,FALSE,TRUE,Tarde
2026-02-04,14:53,Los Olivos,Arrebato,-11.9348,-76.9724,26.5,TRUE,FALSE,Tarde
2026-01-01,09:35,Ancon,Extorsion,-11.898,-77.009,26.9,FALSE,FALSE,Manana
2026-02-04,20:51,Los Olivos,Vandalismo,-11.9118,-77.0655,29.9,FALSE,TRUE,Noche
2026-03-20,06:04,Carabayllo,Robo de vehiculo,-11.914,-77.0549,16.5,TRUE,FALSE,Manana
2026-03-15,08:07,Puente Piedra,Vandalismo,-11.9807,-77.0531,24.2,TRUE,FALSE,Manana
2026-04-17,07:33,Ancon,Robo de vehiculo,-11.956,-77.0299,16.5,TRUE,FALSE,Manana
2026-04-18,19:00,Santa Rosa,Robo de vehiculo,-11.8187,-76.9731,6.2,FALSE,TRUE,Noche
2026-01-23,12:50,Carabayllo,Extorsion,-11.8186,-76.9924,27.9,FALSE,FALSE,Tarde
2026-03-18,10:55,San Martin de Porres,Hurto simple,-11.887,-77.0812,6.8,FALSE,FALSE,Manana
2026-03-29,06:09,Carabayllo,Arrebato,-11.9044,-76.9804,21.7,FALSE,TRUE,Manana
2026-02-01,20:53,Comas,Robo de vehiculo,-11.989,-76.9078,7.9,TRUE,FALSE,Noche
2026-02-15,12:30,San Martin de Porres,Arrebato,-11.9186,-76.9942,29.3,TRUE,FALSE,Tarde
2026-01-18,06:28,Los Olivos,Hurto simple,-11.8616,-77.092,9.7,TRUE,FALSE,Manana
2026-04-28,12:17,Puente Piedra,Arrebato,-11.9573,-76.9103,29.7,TRUE,FALSE,Tarde
2026-04-17,10:26,Comas,Extorsion,-11.8229,-77.0923,25.1,TRUE,TRUE,Manana
2026-03-26,18:26,San Martin de Porres,Robo a mano armada,-11.821,-77.0856,16.5,TRUE,FALSE,Noche
2026-01-03,03:04,Ancon,Robo de vehiculo,-11.979,-76.9078,29.6,TRUE,FALSE,Madrugada
2026-03-26,19:50,San Martin de Porres,Robo a mano armada,-11.9706,-77.0834,11.1,TRUE,FALSE,Noche
2026-01-02,05:08,Comas,Vandalismo,-11.952,-77.0103,27.8,FALSE,TRUE,Madrugada
2026-01-07,00:56,Carabayllo,Hurto simple,-11.9166,-77.0158,26.1,FALSE,FALSE,Madrugada
2026-01-18,09:22,Santa Rosa,Arrebato,-11.918,-77.009,8.1,TRUE,TRUE,Manana
2026-02-17,06:04,Comas,Robo de vehiculo,-11.994,-76.9171,25.3,FALSE,TRUE,Manana
2026-01-04,10:12,Comas,Robo de vehiculo,-11.9243,-76.9133,8.6,FALSE,FALSE,Manana
2026-03-12,05:53,Independencia,Vandalismo,-11.9659,-77.0079,7.6,FALSE,FALSE,Madrugada
2026-02-26,23:44,Independencia,Robo a mano armada,-11.947,-76.9215,11.0,TRUE,TRUE,Noche
2026-02-24,21:06,Los Olivos,Arrebato,-11.918,-76.9507,10.9,TRUE,FALSE,Noche
2026-02-23,10:16,Puente Piedra,Hurto simple,-11.8795,-76.9993,14.6,FALSE,FALSE,Manana
2026-03-23,12:50,Carabayllo,Vandalismo,-11.9263,-77.0015,13.6,TRUE,FALSE,Tarde
2026-03-17,06:46,Santa Rosa,Robo a mano armada,-11.8444,-76.9218,25.3,TRUE,TRUE,Manana
2026-04-15,10:25,Independencia,Robo de vehiculo,-11.816,-77.0661,9.5,FALSE,FALSE,Manana
2026-02-03,05:51,Comas,Robo a mano armada,-11.9489,-77.098,16.8,TRUE,FALSE,Madrugada
2026-04-30,17:46,Santa Rosa,Robo de vehiculo,-11.8043,-76.9409,8.3,TRUE,FALSE,Tarde
2026-01-24,06:09,Santa Rosa,Hurto simple,-11.9236,-76.9269,12.7,FALSE,FALSE,Manana
2026-02-23,11:46,Santa Rosa,Hurto simple,-11.9525,-76.9423,19.5,TRUE,FALSE,Manana
2026-04-12,11:41,San Martin de Porres,Arrebato,-11.8502,-77.0787,24.0,FALSE,FALSE,Manana
2026-03-01,11:58,Los Olivos,Extorsion,-11.9366,-76.9683,27.4,FALSE,FALSE,Manana
2026-01-21,01:43,Ancon,Vandalismo,-11.8456,-77.0661,16.7,FALSE,FALSE,Madrugada
2026-01-14,07:47,Independencia,Extorsion,-11.8986,-77.0135,19.0,TRUE,FALSE,Manana
2026-03-03,06:02,Independencia,Robo a mano armada,-11.9201,-77.0558,29.8,TRUE,TRUE,Manana
2026-01-29,17:07,Independencia,Robo a mano armada,-11.8556,-77.0334,12.9,TRUE,TRUE,Tarde
